p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,h_1,t_1,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,t_1,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,m,m,p,p,p,p,m,m,p,p,p,p,p,p
p,p,p,p,p,p,m,p,p,p,p,p,p,m,p,p,p,p,p,p
p,p,p,p,p,p,m,p,p,p,p,p,p,m,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,w,w,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,w,t,t,w,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,w,t,t,w,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,w,w,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,m,p,p,p,p,p,p,m,p,p,p,p,p,p
p,p,p,p,p,p,m,p,p,p,p,p,p,m,p,p,p,p,p,p
p,p,p,p,p,p,m,m,p,p,p,p,m,m,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,t_2,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,t_2,h_2,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
