p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,h_1,t_1,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,t_1,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,f,f,p,p,p,p,p,p,f,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,p,p,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,f,f,f,f,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,p,p,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,p,p,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,t,t,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,t,t,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,p,p,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,p,p,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,f,f,f,f,p,p,f,p,p,p,p,p
p,p,p,p,p,f,p,p,p,p,p,p,p,p,f,p,p,p,p,p
p,p,p,p,p,f,f,p,p,p,p,p,p,f,f,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,t_2,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,t_2,h_2,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
